============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
        MUL                                       multiplier_raw_264                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_264                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[2].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_263                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_263                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[2].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_262                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_262                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[2].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_261                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_261                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[2].Ma[68].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_260                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_260                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[79].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_463                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_463                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[78].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_462                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_462                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[77].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_461                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_461                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[76].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_460                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_460                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[75].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_459                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_459                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_458                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_458                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_457                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_457                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_456                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_456                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_455                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_455                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_454                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_454                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_453                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_453                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[68].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_452                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_452                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[78].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_654                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_654                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[77].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_653                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_653                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[76].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_652                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_652                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[75].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_651                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_651                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_650                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_650                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_649                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_649                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_648                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_648                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_647                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_647                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_646                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_646                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_645                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_645                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[68].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_644                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_644                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[65].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_641                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_641                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[78].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_78                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_78                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[77].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_77                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_77                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[76].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_76                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_76                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[75].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_75                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_75                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_74                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_74                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_73                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_73                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_72                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_72                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_71                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_71                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_70                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_70                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_69                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_69                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[68].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_68                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_68                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[65].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_65                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_65                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[79].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_79                                          142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_79                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[80].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_464                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_464                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[79].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_655                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_655                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[9].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_297                                         142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_297                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[9].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         240    517.558    153.480      671.037 
        MUL                                       multiplier_raw_9                                           142    262.307     98.151      360.458 
        ACC                                       accumulator_raw_9                                           73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_358                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_358                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[65].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_353                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_353                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_359                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_359                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[27].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_315                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_315                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[22].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_310                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_310                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_626                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_626                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[40].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_616                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_616                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[29].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_605                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_605                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[26].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_602                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_602                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[22].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_598                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_598                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_593                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_593                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_592                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_592                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[13].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_589                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_589                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[12].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_588                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_588                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[10].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    517.558    151.846      669.404 
        MUL                                       multiplier_raw_586                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_586                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[80].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.794    150.432      666.226 
        MUL                                       multiplier_raw_656                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_656                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[80].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.794    150.432      666.226 
        MUL                                       multiplier_raw_80                                          139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_80                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[17].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.794    150.432      666.226 
        MUL                                       multiplier_raw_113                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_113                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.794    150.432      666.226 
        MUL                                       multiplier_raw_360                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_360                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[8].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.794    150.432      666.226 
        MUL                                       multiplier_raw_392                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_392                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[6].Ma[9].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.794    150.432      666.226 
        MUL                                       multiplier_raw_585                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_585                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_357                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_357                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[66].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_354                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_354                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_435                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_435                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[65].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_449                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_449                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[4].Ma[66].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_450                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_450                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[80].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_176                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_176                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[79].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_175                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_175                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[78].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_174                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_174                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[77].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_173                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_173                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[76].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_172                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_172                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[75].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_171                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_171                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[74].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_170                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_170                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[73].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_169                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_169                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_168                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_168                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_167                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_167                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_166                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_166                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_165                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_165                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[68].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_164                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_164                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[66].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_162                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_162                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[65].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_161                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_161                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[1].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_147                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_147                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[0].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_50                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_50                                          73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[50].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
        MUL                                       multiplier_raw_338                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_338                                         73    216.619     33.753      250.372 
      Ca[0].Ga[0].Ua[3].Ma[40].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    515.441    150.432      665.873 
