============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
        MUL                                       multiplier_raw_378                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_378                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[88].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_376                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_376                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[87].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_375                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_375                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[82].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_370                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_370                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[64].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_352                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_352                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[62].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_350                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_350                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[61].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_349                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_349                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_348                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_348                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[59].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_347                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_347                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[58].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_346                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_346                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[57].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_345                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_345                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[56].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_344                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_344                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[55].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_343                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_343                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[54].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_342                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_342                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[90].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_666                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_666                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[89].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_665                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_665                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[88].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_664                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_664                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[87].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_663                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_663                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[86].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_662                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_662                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[85].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_661                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_661                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[84].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_660                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_660                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[83].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_659                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_659                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[82].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_658                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_658                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[81].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_657                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_657                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_636                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_636                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[59].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_635                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_635                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[58].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_634                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_634                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[57].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_633                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_633                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[56].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_632                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_632                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[55].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_631                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_631                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[54].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_630                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_630                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[53].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_629                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_629                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[61].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_637                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_637                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[91].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_667                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_667                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[38].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_326                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_326                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[34].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_322                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_322                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[32].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_320                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_320                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[3].Ma[24].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_312                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_312                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[49].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_625                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_625                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[48].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_624                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_624                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[47].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_623                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_623                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[46].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_622                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_622                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[45].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_621                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_621                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[44].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_620                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_620                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[43].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_619                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_619                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[42].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_618                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_618                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[41].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_617                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_617                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[37].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_613                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_613                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[35].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_611                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_611                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[32].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_608                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_608                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[31].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_607                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_607                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[25].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_601                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_601                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[21].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_597                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_597                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[20].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_596                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_596                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[19].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_595                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_595                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[18].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_594                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_594                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_591                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_591                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_590                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_590                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[11].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         259    538.726    166.218      704.944 
        MUL                                       multiplier_raw_587                                         141    262.307     96.518      358.824 
        ACC                                       accumulator_raw_587                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[15].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.314    166.901      704.215 
        MUL                                       multiplier_raw_111                                         140    260.896     97.200      358.096 
        ACC                                       accumulator_raw_111                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[14].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.314    166.901      704.215 
        MUL                                       multiplier_raw_110                                         140    260.896     97.200      358.096 
        ACC                                       accumulator_raw_110                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[11].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.314    166.901      704.215 
        MUL                                       multiplier_raw_107                                         140    260.896     97.200      358.096 
        ACC                                       accumulator_raw_107                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[10].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.314    166.901      704.215 
        MUL                                       multiplier_raw_106                                         140    260.896     97.200      358.096 
        ACC                                       accumulator_raw_106                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[7].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.314    166.901      704.215 
        MUL                                       multiplier_raw_103                                         140    260.896     97.200      358.096 
        ACC                                       accumulator_raw_103                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[6].PROCESSING_ELEMENT  processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.314    166.901      704.215 
        MUL                                       multiplier_raw_102                                         140    260.896     97.200      358.096 
        ACC                                       accumulator_raw_102                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[1].Ma[16].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.314    166.901      704.215 
        MUL                                       multiplier_raw_112                                         140    260.896     97.200      358.096 
        ACC                                       accumulator_raw_112                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[83].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.667    165.743      703.410 
        MUL                                       multiplier_raw_467                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_467                                         94    238.846     49.063      287.909 
      Ca[0].Ga[0].Ua[0].Ma[18].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.667    165.743      703.410 
        MUL                                       multiplier_raw_18                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_18                                          94    238.846     49.063      287.909 
      Ca[0].Ga[0].Ua[2].Ma[10].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.667    165.743      703.410 
        MUL                                       multiplier_raw_202                                         139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_202                                         94    238.846     49.063      287.909 
      Ca[0].Ga[0].Ua[3].Ma[81].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_369                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_369                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[2].Ma[62].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_254                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_254                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[4].Ma[81].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_465                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_465                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[5].Ma[83].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_563                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_563                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[1].Ma[63].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_159                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_159                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[3].Ma[48].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_336                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_336                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[3].Ma[18].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_306                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_306                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[2].Ma[18].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_210                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_210                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[5].Ma[18].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_498                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_498                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[0].Ma[24].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_24                                          139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_24                                          94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[0].Ma[30].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_30                                          139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_30                                          94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[3].Ma[42].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_330                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_330                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[2].Ma[39].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_231                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_231                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[2].Ma[24].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_216                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_216                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[3].Ma[11].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_299                                         139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_299                                         94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[0].Ma[10].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    538.020    165.279      703.299 
        MUL                                       multiplier_raw_10                                          139    260.543     95.104      355.646 
        ACC                                       accumulator_raw_10                                          94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[0].Ma[93].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    538.373    164.804      703.177 
        MUL                                       multiplier_raw_93                                          139    261.954     95.104      357.058 
        ACC                                       accumulator_raw_93                                          93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[2].Ma[93].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    538.373    164.804      703.177 
        MUL                                       multiplier_raw_285                                         139    261.954     95.104      357.058 
        ACC                                       accumulator_raw_285                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[4].Ma[93].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    538.373    164.804      703.177 
        MUL                                       multiplier_raw_477                                         139    261.954     95.104      357.058 
        ACC                                       accumulator_raw_477                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[6].Ma[93].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         257    538.373    164.804      703.177 
        MUL                                       multiplier_raw_669                                         139    261.954     95.104      357.058 
        ACC                                       accumulator_raw_669                                         93    237.787     48.125      285.912 
      Ca[0].Ga[0].Ua[0].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.667    165.279      702.947 
        MUL                                       multiplier_raw_51                                          139    260.190     95.104      355.294 
        ACC                                       accumulator_raw_51                                          94    238.846     48.600      287.446 
      Ca[0].Ga[0].Ua[3].Ma[51].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         258    537.667    165.279      702.947 
