============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:02:13 am
  Module:                 axis_accelerator_asic
  Technology libraries:   scadv10_cln65gp_hvt_tt_1p0v_25c 1.0
                          physical_cells 
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                     Instance                                           Module                        Cell Count   Cell Area   Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------------------------------------
      Ca[0].Ga[0].Ua[3].Ma[54].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_342                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_342                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_342               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[55].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_343                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_343                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_343               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[56].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_344                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_344                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_344               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[58].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_346                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_346                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_346               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[46].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_430                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_430                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_430               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[47].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_431                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_431                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_431               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[48].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_432                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_432                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_432               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[49].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_433                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_433                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_433               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[53].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_437                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_437                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_437               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[54].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_438                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_438                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_438               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[57].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_441                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_441                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_441               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[47].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_527                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_527                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_527               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[48].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_528                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_528                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_528               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[49].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_529                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_529                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_529               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[53].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_533                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_533                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_533               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[54].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_534                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_534                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_534               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[55].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_535                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_535                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_535               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[56].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_536                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_536                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_536               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[57].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_537                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_537                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_537               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[58].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_538                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_538                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_538               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[5].Ma[59].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_539                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_539                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_539               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[46].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_622                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_622                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_622               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[47].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_623                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_623                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_623               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[48].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_624                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_624                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_624               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[49].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_625                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_625                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_625               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[52].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_628                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_628                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_628               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[53].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_629                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_629                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_629               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[54].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_630                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_630                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_630               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[55].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_631                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_631                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_631               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[56].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_632                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_632                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_632               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[57].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_633                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_633                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_633               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[58].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_634                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_634                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_634               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[6].Ma[59].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.748     1458.748 
        MUL                                       multiplier_raw_635                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_635                                         74     455.600     88.278      543.878 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_635               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[61].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_61                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_61                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_61                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[62].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_62                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_62                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_62                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[63].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_63                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_63                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_63                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[64].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_64                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_64                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_64                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[67].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_67                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_67                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_67                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[68].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_68                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_68                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_68                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_69                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_69                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_69                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_70                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_70                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_70                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_71                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_71                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_71                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[0].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_72                                          138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_72                                          74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_72                25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_156                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_156                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_156               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[61].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_157                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_157                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_157               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[62].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_158                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_158                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_158               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[63].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_159                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_159                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_159               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[64].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_160                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_160                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_160               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[67].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_163                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_163                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_163               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[68].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_164                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_164                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_164               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_165                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_165                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_165               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_166                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_166                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_166               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_167                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_167                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_167               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[1].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_168                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_168                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_168               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_261                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_261                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_261               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[70].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_262                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_262                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_262               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[71].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_263                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_263                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_263               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[2].Ma[72].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_264                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_264                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_264               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[60].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_348                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_348                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_348               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[61].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_349                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_349                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_349               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[62].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_350                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_350                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_350               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[63].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_351                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_351                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_351               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[64].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_352                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_352                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_352               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[67].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_355                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_355                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_355               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[68].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
        MUL                                       multiplier_raw_356                                         138     550.800    222.035      772.835 
        ACC                                       accumulator_raw_356                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_356               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[69].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         237    1100.000    358.228     1458.228 
