============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:02:13 am
  Module:                 axis_accelerator_asic
  Technology libraries:   scadv10_cln65gp_hvt_tt_1p0v_25c 1.0
                          physical_cells 
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                     Instance                                           Module                        Cell Count   Cell Area   Net Area   Total Area 
-----------------------------------------------------------------------------------------------------------------------------------------------------
        MUL                                       multiplier_raw_313                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_313                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_313               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[26].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_314                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_314                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_314               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[27].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_315                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_315                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_315               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[28].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_316                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_316                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_316               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[3].Ma[29].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_317                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_317                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_317               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[20].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_404                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_404                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_404               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[21].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_405                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_405                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_405               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[22].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_406                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_406                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_406               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[23].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_407                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_407                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_407               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[24].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_408                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_408                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_408               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[25].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_409                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_409                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_409               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[26].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
        MUL                                       multiplier_raw_410                                         139     554.000    230.382      784.382 
        ACC                                       accumulator_raw_410                                         74     455.600     87.758      543.358 
          REG                                     register_WORD_WIDTH24_RESET_VALUE0_LOCAL0_410               25     199.200      0.000      199.200 
      Ca[0].Ga[0].Ua[4].Ma[27].PROCESSING_ELEMENT processing_element_WORD_WIDTH_IN8_WORD_WIDTH_OUT24         239    1103.600    367.642     1471.242 
