============================================================
  Generated by:           Genus(TM) Synthesis Solution 18.10-p003_1
  Generated on:           Nov 16 2021  09:03:24 am
  Module:                 axis_accelerator_asic
  Operating conditions:   tt_1p0v_25c 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                            Leakage      Dynamic        Total     
             Instance               Cells  Power(nW)    Power(nW)     Power(nW)   
        ACC                            74    1305.766     61752.405     63058.171 
          REG                          25     362.744     33820.320     34183.064 
            RC_CG_HIER_INST28           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3789.790    182291.338    186081.128 
        MUL                           138    2147.963    109354.199    111502.162 
        ACC                            74    1305.766     61801.578     63107.344 
          REG                          25     362.744     33869.559     34232.303 
            RC_CG_HIER_INST12           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3789.400    266221.315    270010.714 
        MUL                           138    2140.761    150640.791    152781.551 
        ACC                            74    1319.432     89245.232     90564.663 
          REG                          25     367.704     47812.573     48180.277 
            RC_CG_HIER_INST71           1      11.593      3126.599      3138.192 
      Ca[0].Ga[0..SSING_ELEMENT       237    3789.400    264633.568    268422.968 
        MUL                           138    2140.761    149053.284    151194.045 
        ACC                            74    1319.432     89245.232     90564.663 
          REG                          25     367.704     47812.573     48180.277 
            RC_CG_HIER_INST105          1      11.593      3126.599      3138.192 
      Ca[0].Ga[0..SSING_ELEMENT       238    3788.270    182712.891    186501.161 
        MUL                           139    2152.423    110843.513    112995.935 
        ACC                            74    1298.562     60764.227     62062.790 
          REG                          25     362.744     33834.857     34197.600 
            RC_CG_HIER_INST58           1      11.593      3131.908      3143.501 
      Ca[0].Ga[0..SSING_ELEMENT       238    3788.270    183121.225    186909.495 
        MUL                           139    2152.423    111251.632    113404.055 
        ACC                            74    1298.562     60764.227     62062.790 
          REG                          25     362.744     33834.857     34197.600 
            RC_CG_HIER_INST29           1      11.593      3131.908      3143.501 
      Ca[0].Ga[0..SSING_ELEMENT       238    3786.382    180794.656    184581.038 
        MUL                           139    2152.423    109479.227    111631.650 
        ACC                            74    1296.674     60210.064     61506.738 
          REG                          25     362.744     33810.223     34172.966 
            RC_CG_HIER_INST95           1      11.593      3131.908      3143.501 
      Ca[0].Ga[0..SSING_ELEMENT       238    3786.382    182397.726    186184.108 
        MUL                           139    2152.423    111082.654    113235.077 
        ACC                            74    1296.674     60210.064     61506.738 
          REG                          25     362.744     33810.223     34172.966 
            RC_CG_HIER_INST78           1      11.593      3131.908      3143.501 
      Ca[0].Ga[0..SSING_ELEMENT       237    3786.087    189928.364    193714.450 
        MUL                           138    2147.963    108793.191    110941.154 
        ACC                            74    1300.811     69994.199     71295.010 
          REG                          25     363.317     38345.266     38708.583 
            RC_CG_HIER_INST113          1      11.593      3126.602      3138.195 
      Ca[0].Ga[0..SSING_ELEMENT       237    3786.087    189758.466    193544.552 
        MUL                           138    2147.963    108623.336    110771.299 
        ACC                            74    1300.811     69994.199     71295.010 
          REG                          25     363.317     38345.266     38708.583 
            RC_CG_HIER_INST29           1      11.593      3126.602      3138.195 
      Ca[0].Ga[0..SSING_ELEMENT       237    3785.996    191761.763    195547.759 
        MUL                           138    2147.963    110487.492    112635.455 
        ACC                            74    1300.748     70176.774     71477.521 
          REG                          25     363.244     38489.800     38853.045 
            RC_CG_HIER_INST24           1      11.593      3129.854      3141.448 
      Ca[0].Ga[0..SSING_ELEMENT       237    3785.993    191500.326    195286.318 
        MUL                           138    2147.963    110657.025    112804.988 
        ACC                            74    1300.745     69745.760     71046.505 
          REG                          25     363.266     38192.835     38556.102 
            RC_CG_HIER_INST84           1      11.593      3129.854      3141.448 
      Ca[0].Ga[0..SSING_ELEMENT       237    3785.993    191499.758    195285.751 
        MUL                           138    2147.963    110656.458    112804.420 
        ACC                            74    1300.745     69745.760     71046.505 
          REG                          25     363.266     38192.835     38556.102 
            RC_CG_HIER_INST53           1      11.593      3129.854      3141.448 
      Ca[0].Ga[0..SSING_ELEMENT       238    3785.740    282020.795    285806.535 
        MUL                           139    2147.761    148221.415    150369.176 
        ACC                            74    1308.406     99864.083    101172.489 
          REG                          25     370.802     54921.948     55292.750 
            RC_CG_HIER_INST0            1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       238    3785.496    280381.516    284167.012 
        MUL                           139    2147.761    146830.622    148978.383 
        ACC                            74    1308.162     99609.603    100917.765 
          REG                          25     370.802     54909.567     55280.369 
            RC_CG_HIER_INST63           1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       237    3784.060    184341.895    188125.955 
        MUL                           138    2147.963    110782.068    112930.031 
        ACC                            74    1298.796     62373.237     63672.033 
          REG                          25     363.493     35061.793     35425.286 
            RC_CG_HIER_INST63           1      11.593      3128.247      3139.840 
      Ca[0].Ga[0..SSING_ELEMENT       237    3783.731    193295.147    197078.877 
        MUL                           138    2147.963    109845.534    111993.497 
        ACC                            74    1298.483     72350.466     73648.948 
          REG                          25     363.630     39114.667     39478.297 
            RC_CG_HIER_INST115          1      11.593      3126.539      3138.132 
      Ca[0].Ga[0..SSING_ELEMENT       237    3783.731    193728.544    197512.274 
        MUL                           138    2147.963    110278.931    112426.894 
        ACC                            74    1298.483     72350.466     73648.948 
          REG                          25     363.630     39114.667     39478.297 
            RC_CG_HIER_INST97           1      11.593      3126.539      3138.132 
      Ca[0].Ga[0..SSING_ELEMENT       237    3783.731    192815.024    196598.754 
        MUL                           138    2147.963    109425.929    111573.891 
        ACC                            74    1298.483     72289.948     73588.431 
          REG                          25     363.630     39114.790     39478.420 
            RC_CG_HIER_INST80           1      11.593      3126.539      3138.132 
      Ca[0].Ga[0..SSING_ELEMENT       237    3783.731    193247.804    197031.535 
        MUL                           138    2147.963    109858.709    112006.672 
        ACC                            74    1298.483     72289.948     73588.431 
          REG                          25     363.630     39114.790     39478.420 
            RC_CG_HIER_INST63           1      11.593      3126.539      3138.132 
      Ca[0].Ga[0..SSING_ELEMENT       237    3783.731    193399.834    197183.564 
        MUL                           138    2147.963    110010.739    112158.701 
        ACC                            74    1298.483     72289.948     73588.431 
          REG                          25     363.630     39114.790     39478.420 
            RC_CG_HIER_INST46           1      11.593      3126.539      3138.132 
      Ca[0].Ga[0..SSING_ELEMENT       237    3783.731    193083.667    196867.398 
        MUL                           138    2147.963    109694.572    111842.535 
        ACC                            74    1298.483     72289.948     73588.431 
          REG                          25     363.630     39114.790     39478.420 
            RC_CG_HIER_INST29           1      11.593      3126.539      3138.132 
      Ca[0].Ga[0..SSING_ELEMENT       237    3783.731    193668.717    197452.448 
        MUL                           138    2147.963    110279.622    112427.585 
        ACC                            74    1298.483     72289.948     73588.431 
          REG                          25     363.630     39114.790     39478.420 
            RC_CG_HIER_INST12           1      11.593      3126.539      3138.132 
      Ca[0].Ga[0..SSING_ELEMENT       237    3783.598    182322.216    186105.814 
        MUL                           138    2147.963    110528.700    112676.663 
        ACC                            74    1298.350     60683.926     61982.276 
          REG                          25     362.744     33780.250     34142.994 
            RC_CG_HIER_INST2            1      11.593      3126.557      3138.150 
      Ca[0].Ga[0..SSING_ELEMENT       237    3782.656    186344.355    190127.011 
        MUL                           138    2147.963    108743.211    110891.173 
        ACC                            74    1296.902     65173.092     66469.994 
          REG                          25     363.738     37714.659     38078.397 
            RC_CG_HIER_INST107          1      11.593      3135.397      3146.990 
      Ca[0].Ga[0..SSING_ELEMENT       237    3782.542    191413.210    195195.752 
        MUL                           138    2147.963    111574.861    113722.823 
        ACC                            74    1297.299     68579.348     69876.647 
          REG                          25     363.041     37314.673     37677.714 
            RC_CG_HIER_INST57           1      11.593      3125.463      3137.056 
      Ca[0].Ga[0..SSING_ELEMENT       237    3780.348    194597.703    198378.051 
        MUL                           138    2144.508    110898.116    113042.623 
        ACC                            74    1298.539     72584.621     73883.160 
          REG                          25     363.661     39265.825     39629.486 
            RC_CG_HIER_INST68           1      11.593      3128.125      3139.719 
      Ca[0].Ga[0..SSING_ELEMENT       237    3780.237    186249.762    190029.999 
        MUL                           138    2144.508    111987.527    114132.035 
        ACC                            74    1298.444     63235.287     64533.731 
          REG                          25     362.963     34916.369     35279.332 
            RC_CG_HIER_INST38           1      11.593      3128.247      3139.840 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.887    184147.030    187926.918 
        MUL                           138    2147.963    112281.394    114429.356 
        ACC                            74    1294.639     60768.060     62062.699 
          REG                          25     362.860     34670.764     35033.624 
            RC_CG_HIER_INST13           1      11.593      3131.926      3143.519 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.887    184301.915    188081.802 
        MUL                           138    2147.963    112440.822    114588.784 
        ACC                            74    1294.639     60763.649     62058.289 
          REG                          25     362.860     34670.738     35033.598 
            RC_CG_HIER_INST79           1      11.593      3131.926      3143.519 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.887    183885.514    187665.402 
        MUL                           138    2147.963    112110.112    114258.075 
        ACC                            74    1294.639     60677.862     61972.501 
          REG                          25     362.860     34671.041     35033.901 
            RC_CG_HIER_INST62           1      11.593      3131.926      3143.519 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.887    184151.329    187931.216 
        MUL                           138    2147.963    112290.235    114438.198 
        ACC                            74    1294.639     60763.649     62058.289 
          REG                          25     362.860     34670.738     35033.598 
            RC_CG_HIER_INST45           1      11.593      3131.926      3143.519 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.886    184002.943    187782.828 
        MUL                           138    2147.963    112110.671    114258.633 
        ACC                            74    1294.638     60794.732     62089.370 
          REG                          25     362.858     34688.280     35051.138 
            RC_CG_HIER_INST95           1      11.593      3131.926      3143.519 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.879    179661.058    183440.937 
        MUL                           138    2147.963    108928.128    111076.090 
        ACC                            74    1294.626     59536.783     60831.410 
          REG                          25     362.807     34045.422     34408.229 
            RC_CG_HIER_INST10           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.739    180400.038    184179.777 
        MUL                           138    2147.963    110015.829    112163.792 
        ACC                            74    1294.491     59286.739     60581.229 
          REG                          25     362.744     33755.520     34118.264 
            RC_CG_HIER_INST97           1      11.593      3126.605      3138.199 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.739    180729.572    184509.310 
        MUL                           138    2147.963    110345.459    112493.422 
        ACC                            74    1294.491     59286.739     60581.229 
          REG                          25     362.744     33755.520     34118.264 
            RC_CG_HIER_INST67           1      11.593      3126.605      3138.199 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.739    180578.774    184358.513 
        MUL                           138    2147.963    110194.662    112342.624 
        ACC                            74    1294.491     59286.739     60581.229 
          REG                          25     362.744     33755.520     34118.264 
            RC_CG_HIER_INST38           1      11.593      3126.605      3138.199 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.739    180569.705    184349.444 
        MUL                           138    2147.963    110185.460    112333.423 
        ACC                            74    1294.491     59286.739     60581.229 
          REG                          25     362.744     33755.520     34118.264 
            RC_CG_HIER_INST7            1      11.593      3126.605      3138.199 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.712    179901.391    183681.103 
        MUL                           138    2147.963    108929.013    111076.976 
        ACC                            74    1294.681     59805.178     61099.860 
          REG                          25     362.839     34194.954     34557.793 
            RC_CG_HIER_INST41           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.709    179883.715    183663.424 
        MUL                           138    2147.963    108927.644    111075.607 
        ACC                            74    1294.681     59805.178     61099.860 
          REG                          25     362.839     34194.954     34557.793 
            RC_CG_HIER_INST101          1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3779.709    179898.155    183677.864 
        MUL                           138    2147.963    108925.876    111073.839 
        ACC                            74    1294.681     59805.178     61099.860 
          REG                          25     362.839     34194.954     34557.793 
            RC_CG_HIER_INST86           1      11.593      3135.943      3147.537 
      Ca[0].Ga[0..SSING_ELEMENT       237    3778.879    307146.115    310924.993 
        MUL                           138    2147.497    185116.761    187264.258 
        ACC                            74    1301.719     93420.935     94722.654 
          REG                          25     368.983     52047.386     52416.369 
            RC_CG_HIER_INST48           1      11.593      3135.962      3147.556 
      Ca[0].Ga[0..SSING_ELEMENT       237    3778.864    306992.421    310771.285 
        MUL                           138    2147.497    185115.506    187263.002 
        ACC                            74    1301.709     93306.523     94608.232 
          REG                          25     368.977     51954.549     52323.526 
            RC_CG_HIER_INST97           1      11.593      3135.962      3147.556 
      Ca[0].Ga[0..SSING_ELEMENT       237    3778.723    307306.286    311085.009 
        MUL                           138    2147.497    185115.697    187263.194 
        ACC                            74    1301.772     93643.284     94945.056 
          REG                          25     369.014     52141.303     52510.317 
            RC_CG_HIER_INST115          1      11.593      3135.962      3147.556 
      Ca[0].Ga[0..SSING_ELEMENT       237    3778.723    307232.098    311010.821 
        MUL                           138    2147.497    185115.506    187263.002 
        ACC                            74    1301.772     93569.287     94871.059 
          REG                          25     369.014     52141.809     52510.823 
            RC_CG_HIER_INST81           1      11.593      3135.962      3147.556 
      Ca[0].Ga[0..SSING_ELEMENT       237    3778.723    307232.765    311011.488 
        MUL                           138    2147.497    185116.173    187263.670 
        ACC                            74    1301.772     93569.287     94871.059 
          REG                          25     369.014     52141.809     52510.823 
            RC_CG_HIER_INST16           1      11.593      3135.962      3147.556 
      Ca[0].Ga[0..SSING_ELEMENT       237    3774.459    262201.358    265975.817 
        MUL                           138    2140.761    149592.632    151733.393 
        ACC                            74    1303.266     86755.689     88058.955 
          REG                          25     367.704     47707.442     48075.146 
            RC_CG_HIER_INST56           1      11.593      3126.599      3138.192 
      Ca[0].Ga[0..SSING_ELEMENT       238    3774.441    185934.088    189708.528 
        MUL                           139    2142.440    113522.290    115664.730 
        ACC                            74    1294.681     61256.881     62551.562 
          REG                          25     362.905     34925.102     35288.008 
            RC_CG_HIER_INST103          1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3774.441    185953.593    189728.034 
        MUL                           139    2142.440    113516.338    115658.778 
        ACC                            74    1294.681     61256.741     62551.422 
          REG                          25     362.905     34925.102     35288.008 
            RC_CG_HIER_INST85           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3774.441    185962.016    189736.457 
        MUL                           139    2142.440    113515.694    115658.134 
        ACC                            74    1294.681     61265.807     62560.488 
          REG                          25     362.905     34925.020     35287.926 
            RC_CG_HIER_INST69           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3774.441    185792.994    189567.435 
        MUL                           139    2142.440    113346.719    115489.159 
        ACC                            74    1294.681     61265.807     62560.488 
          REG                          25     362.905     34925.020     35287.926 
            RC_CG_HIER_INST52           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3774.441    186298.439    190072.880 
        MUL                           139    2142.440    113852.112    115994.552 
        ACC                            74    1294.681     61265.807     62560.488 
          REG                          25     362.905     34925.020     35287.926 
            RC_CG_HIER_INST36           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3774.441    185767.817    189542.257 
        MUL                           139    2142.440    113346.996    115489.436 
        ACC                            74    1294.681     61265.947     62560.628 
          REG                          25     362.905     34925.020     35287.926 
            RC_CG_HIER_INST20           1      11.593      3143.828      3155.421 
      Ca[0].Ga[0..SSING_ELEMENT       238    3771.820    183910.898    187682.718 
        MUL                           139    2142.506    111692.828    113835.334 
        ACC                            74    1292.029     61164.396     62456.425 
          REG                          25     362.870     34727.677     35090.547 
            RC_CG_HIER_INST3            1      11.593      3128.264      3139.858 
      Ca[0].Ga[0..SSING_ELEMENT       237    3769.790    262566.067    266335.857 
        MUL                           138    2140.761    151704.310    153845.070 
        ACC                            74    1298.597     85217.900     86516.497 
          REG                          25     367.704     47676.435     48044.139 
            RC_CG_HIER_INST40           1      11.593      3126.599      3138.192 
      Ca[0].Ga[0..SSING_ELEMENT       238    3755.757    287839.602    291595.359 
        MUL                           139    2102.329    150596.076    152698.405 
        ACC                            74    1325.080    102638.453    103963.533 
          REG                          25     370.802     54990.640     55361.441 
            RC_CG_HIER_INST32           1      11.593      3126.600      3138.194 
      Ca[0].Ga[0..SSING_ELEMENT       238    3738.070    185063.112    188801.182 
        MUL                           139    2105.540    114753.721    116859.261 
        ACC                            74    1295.245     59208.237     60503.482 
          REG                          25     362.744     33752.408     34115.152 
            RC_CG_HIER_INST31           1      11.593      3129.540      3141.133 
      Ca[0].Ga[0..SSING_ELEMENT       229    3588.831    175056.283    178645.114 
        MUL                           138    2144.409    109718.419    111862.828 
        ACC                            74    1311.028     63079.858     64390.886 
          REG                          25     363.369     34811.391     35174.761 
            RC_CG_HIER_INST16           1      11.593      3179.247      3190.840 
      Ca[0].Ga[0..SSING_ELEMENT       229    3588.802    173551.903    177140.705 
        MUL                           138    2144.409    109105.724    111250.133 
        ACC                            74    1310.999     62188.232     63499.231 
          REG                          25     363.261     34085.179     34448.439 
            RC_CG_HIER_INST100          1      11.593      3179.247      3190.840 
      Ca[0].Ga[0..SSING_ELEMENT       229    3588.802    174389.850    177978.653 
        MUL                           138    2144.409    109979.132    112123.541 
        ACC                            74    1310.999     62152.712     63463.711 
          REG                          25     363.261     34075.584     34438.845 
            RC_CG_HIER_INST83           1      11.593      3179.247      3190.840 
      Ca[0].Ga[0..SSING_ELEMENT       229    3588.801    174121.365    177710.166 
        MUL                           138    2144.409    109710.877    111855.285 
        ACC                            74    1310.998     62152.482     63463.480 
          REG                          25     363.262     34075.313     34438.575 
            RC_CG_HIER_INST33           1      11.593      3179.247      3190.840 
      Ca[0].Ga[0..SSING_ELEMENT       229    3588.800    174306.385    177895.185 
        MUL                           138    2144.409    109882.574    112026.983 
        ACC                            74    1310.996     62165.805     63476.801 
          REG                          25     363.263     34066.856     34430.119 
            RC_CG_HIER_INST50           1      11.593      3179.247      3190.840 
      Ca[0].Ga[0..SSING_ELEMENT       229    3588.800    174403.564    177992.364 
        MUL                           138    2144.409    109979.753    112124.162 
        ACC                            74    1310.996     62165.805     63476.801 
          REG                          25     363.263     34066.856     34430.119 
            RC_CG_HIER_INST1            1      11.593      3179.247      3190.840 
      Ca[0].Ga[0..SSING_ELEMENT       229    3588.799    174501.084    178089.883 
        MUL                           138    2144.409    110264.206    112408.614 
        ACC                            74    1310.996     61978.873     63289.868 
          REG                          25     363.257     33992.122     34355.379 
            RC_CG_HIER_INST67           1      11.593      3179.247      3190.840 
      PAD_FILTER                       60     576.697      9158.415      9735.112 
        COL_START_REG                   9     125.705      2713.632      2839.336 
          RC_CG_HIER_INST116            1      11.447      2035.937      2047.384 
        COL_END_REG                     9     125.696      2652.287      2777.983 
          RC_CG_HIER_INST115            1      11.447      2035.937      2047.384 
        REG_CLR_LEFT                    0       0.000         0.000         0.000 
        genblk3[0]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[1]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[2]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[3]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[4]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[5]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[6]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[7]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[8]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[9]..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[10..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[11..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[12..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[13..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[14..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[15..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[16..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[17..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[18..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[19..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[20..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[21..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[22..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[23..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[24..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[25..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[26..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[27..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[28..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[29..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[30..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[31..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[32..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[33..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[34..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[35..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[36..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[37..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[38..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[39..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[40..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[41..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[42..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[43..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[44..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[45..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[46..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[47..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[48..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[49..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[50..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[51..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[52..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[53..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[54..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[55..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[56..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[57..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[58..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[59..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[60..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[61..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[62..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[63..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[64..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[65..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[66..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[67..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[68..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[69..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[70..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[71..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[72..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[73..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[74..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[75..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[76..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[77..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[78..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[79..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[80..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[81..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[82..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[83..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[84..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[85..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[86..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[87..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[88..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[89..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[90..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[91..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[92..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[93..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[94..ND_MASKED_REG       0       0.000         0.000         0.000 
        genblk3[95..ND_MASKED_REG       0       0.000         0.000         0.000 
      ACC_USER                         14     248.402     28373.249     28621.650 
        delay_reg_..0].m_data_reg      14     248.402     28373.249     28621.650 
          RC_CG_HIER_INST0              1      11.593      2735.264      2746.857 
      ACC_VALID_LAST                    4      58.822     16338.333     16397.156 
        delay_reg_..0].m_data_reg       4      58.822     16338.333     16397.156 
      MUX_SEL                           3      47.439      3907.119      3954.558 
      Mb[58].BYPASS_SUM                 3      33.830     11894.491     11928.321 
      Mb[57].BYPASS_SUM                 3      33.830     11891.239     11925.069 
      Mb[56].BYPASS_SUM                 3      33.830     11893.826     11927.656 
      Mb[53].BYPASS_SUM                 3      33.830     11892.997     11926.827 
      Mb[52].BYPASS_SUM                 3      33.830     11893.850     11927.681 
      Mb[51].BYPASS_SUM                 3      33.830     11893.805     11927.636 
      Mb[50].BYPASS_SUM                 3      33.830     11893.805     11927.636 
      Mb[45].BYPASS_SUM                 3      33.830     11893.756     11927.586 
      Mb[59].BYPASS_SUM                 3      33.830     11893.125     11926.955 
      Mb[86].BYPASS_SUM                 3      33.830     11894.258     11928.088 
      Mb[93].BYPASS_SUM                 3      33.830     11893.055     11926.885 
      Mb[92].BYPASS_SUM                 3      33.830     11893.075     11926.905 
      Mb[91].BYPASS_SUM                 3      33.830     11893.085     11926.916 
      Mb[85].BYPASS_SUM                 3      33.830     11893.836     11927.666 
      Mb[84].BYPASS_SUM                 3      33.830     11897.352     11931.182 
      Mb[82].BYPASS_SUM                 3      33.830     11897.360     11931.190 
      Mb[55].BYPASS_SUM                 3      33.826     11830.236     11864.062 
      Mb[54].BYPASS_SUM                 3      33.826     11826.674     11860.499 
      Mb[49].BYPASS_SUM                 3      33.826     11826.269     11860.095 
      Mb[48].BYPASS_SUM                 3      33.826     11827.128     11860.954 
      Mb[47].BYPASS_SUM                 3      33.826     11826.504     11860.330 
      Mb[46].BYPASS_SUM                 3      33.826     11830.346     11864.171 
      Mb[88].BYPASS_SUM                 3      33.826     11830.244     11864.070 
      Mb[95].BYPASS_SUM                 3      33.826     11827.022     11860.847 
      Mb[94].BYPASS_SUM                 3      33.826     11829.812     11863.638 
      Mb[39].BYPASS_SUM                 2      31.597     11091.320     11122.917 
      Mb[38].BYPASS_SUM                 2      31.597     11085.935     11117.532 
      Mb[37].BYPASS_SUM                 2      31.597     11084.786     11116.383 
      Mb[36].BYPASS_SUM                 2      31.597     11085.756     11117.354 
